Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Category,Operation
0.0,13984,6,2330.7,2336.0,2240,2432,68.4,CUDA_KERNEL,"void at::native::<unnamed>::distribution_elementwise_grid_stride_kernel<float, (int)4, void at::native::templates::cuda::normal_and_transform<float, float, at::CUDAGeneratorImpl *, void at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl *>(const at::TensorBase &, double, double, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, T3, T4)::[lambda(curandStatePhilox4_32_10 *) (instance 2)], void at::native::<unnamed>::distribution_nullary_kernel<float, float, float4, at::CUDAGeneratorImpl *, void at::native::templates::cuda::normal_and_transform<float, float, at::CUDAGeneratorImpl *, void at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl *>(const at::TensorBase &, double, double, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, T3, T4)::[lambda(curandStatePhilox4_32_10 *) (instance 2)], void at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl *>(const at::TensorBase &, double, double, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, T4, const T5 &, T6)::[lambda(int, float) (instance 1)]>(long, at::PhiloxCudaState, T3, T4)"
0.0,12928,4,3232.0,3232.0,3168,3296,73.9,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_tensorop_d884gemm_32x32_16x5_nn_align1>(T1::Params)
0.0,10976,2,5488.0,5488.0,5472,5504,22.6,CUDA_KERNEL,"void sytrd4_cta<sytrd_params<double, (int)16, (int)32, (int)32, (int)32, (int)0, (int)1, (int)2>, (int)1>(int, T1::data_type *, int, int, T1::pod_type *, int, T1::pod_type *, int, T1::data_type *, int, int)"
0.0,10528,4,2632.0,2640.0,2560,2688,66.0,CUDA_KERNEL,"void gemmSN_TN_kernel<double, (int)128, (int)16, (int)2, (int)4, (int)4, (int)4, (bool)1, cublasGemvTensorStridedBatched<const double>, cublasGemvTensorStridedBatched<const double>, cublasGemvTensorStridedBatched<double>>(cublasGemmSmallNParams<T9, T10, T11, T1>)"
0.0,9536,2,4768.0,4768.0,4736,4800,45.3,CUDA_KERNEL,"void sytrd4_cta<sytrd_params<float, (int)16, (int)32, (int)32, (int)32, (int)0, (int)1, (int)2>, (int)1>(int, T1::data_type *, int, int, T1::pod_type *, int, T1::pod_type *, int, T1::data_type *, int, int)"
0.0,6208,4,1552.0,1552.0,1536,1568,18.5,CUDA_KERNEL,"void lacpy_kernel<double, double, (int)5, (int)3>(long, long, const T1 *, long, long, T2 *, long, long, int, int)"
0.0,6208,4,1552.0,1536.0,1504,1632,55.4,CUDA_KERNEL,"void lacpy_kernel<float, float, (int)5, (int)3>(long, long, const T1 *, long, long, T2 *, long, long, int, int)"
0.0,5856,2,2928.0,2928.0,2752,3104,248.9,CUDA_KERNEL,"void at::native::triu_tril_kernel<float, int, (bool)1, (int)2, (bool)0>(at::cuda::detail::TensorInfo<T1, T2>, at::cuda::detail::TensorInfo<const T1, T2>, long, long, T2)"
0.0,5632,2,2816.0,2816.0,2688,2944,181.0,CUDA_KERNEL,"void lansy_M_stage1<float, float, (int)8>(long, const T1 *, long, long, T2 *, long, int)"
0.0,5536,2,2768.0,2768.0,2752,2784,22.6,CUDA_KERNEL,"void lansy_M_stage1<double, double, (int)8>(long, const T1 *, long, long, T2 *, long, int)"
0.0,5376,2,2688.0,2688.0,2560,2816,181.0,CUDA_KERNEL,"void larft_vtv_32<double, (int)128>(long, long, const T1 *, long, long, T1 *, long, long)"
0.0,5344,2,2672.0,2672.0,2592,2752,113.1,CUDA_KERNEL,"void at::native::triu_tril_kernel<double, int, (bool)1, (int)1, (bool)0>(at::cuda::detail::TensorInfo<T1, T2>, at::cuda::detail::TensorInfo<const T1, T2>, long, long, T2)"
0.0,5152,4,1288.0,1264.0,1248,1376,60.6,CUDA_KERNEL,"xx_set_info_ker(int, int *, int)"
0.0,5088,2,2544.0,2544.0,2528,2560,22.6,CUDA_KERNEL,"void larft_vtv_32<float, (int)128>(long, long, const T1 *, long, long, T1 *, long, long)"
0.0,5088,2,2544.0,2544.0,2496,2592,67.9,CUDA_KERNEL,"void ormqr_cta_kernel<float, (int)4, (int)1>(long, long, long, const T1 *, long, long, const T1 *, long, T1 *, long, long, long, long, long, int)"
0.0,5056,2,2528.0,2528.0,2528,2528,0.0,CUDA_KERNEL,"void ormqr_cta_kernel<double, (int)4, (int)1>(long, long, long, const T1 *, long, long, const T1 *, long, T1 *, long, long, long, long, long, int)"
0.0,4992,2,2496.0,2496.0,2400,2592,135.8,CUDA_KERNEL,"void larft_T_32<float, (int)256>(int, T1 *, int, long, const T1 *, long)"
0.0,4928,2,2464.0,2464.0,2432,2496,45.3,CUDA_KERNEL,"void larft_T_32<double, (int)256>(int, T1 *, int, long, const T1 *, long)"
0.0,4864,2,2432.0,2432.0,2432,2432,0.0,CUDA_KERNEL,"void scale_max<double, (int)32, (int)32, (int)1>(long, long, T1 *, T1 *, T1 *, int *)"
0.0,4800,2,2400.0,2400.0,2400,2400,0.0,CUDA_KERNEL,"void lascl_kernel<double, double, (int)8>(long, long, T1 *, long, long, T2 *, int, int)"
0.0,4800,2,2400.0,2400.0,2400,2400,0.0,CUDA_KERNEL,"void lascl_kernel<float, float, (int)8>(long, long, T1 *, long, long, T2 *, int, int)"
0.0,4608,2,2304.0,2304.0,2208,2400,135.8,CUDA_KERNEL,"void at::native::triu_tril_kernel<double, int, (bool)0, (int)1, (bool)1>(at::cuda::detail::TensorInfo<T1, T2>, at::cuda::detail::TensorInfo<const T1, T2>, long, long, T2)"
0.0,4544,2,2272.0,2272.0,2240,2304,45.3,CUDA_KERNEL,"void scale_max<float, (int)32, (int)32, (int)1>(long, long, T1 *, T1 *, T1 *, int *)"
0.0,4416,2,2208.0,2208.0,2208,2208,0.0,CUDA_KERNEL,"void lansy_M_stage2<double, (int)8>(T1, T1, long, T1 *, long, T1 *, T1 *)"
0.0,4160,2,2080.0,2080.0,2080,2080,0.0,CUDA_KERNEL,"void epilogue<sytrd_params<double, (int)32, (int)8, (int)512, (int)32, (int)16, (int)1, (int)2>, (int)128, (int)1, (int)1>(int, int, T1::data_type *, int, int, T1::pod_type *, int, T1::pod_type *, int, T1::data_type *, int, T1::data_type *, int, int)"
0.0,4160,2,2080.0,2080.0,2048,2112,45.3,CUDA_KERNEL,"void epilogue<sytrd_params<float, (int)32, (int)8, (int)512, (int)32, (int)16, (int)1, (int)2>, (int)128, (int)1, (int)1>(int, int, T1::data_type *, int, int, T1::pod_type *, int, T1::pod_type *, int, T1::data_type *, int, T1::data_type *, int, int)"
0.0,4160,2,2080.0,2080.0,2016,2144,90.5,CUDA_KERNEL,"void lansy_M_stage2<float, (int)8>(T1, T1, long, T1 *, long, T1 *, T1 *)"
0.0,3392,2,1696.0,1696.0,1696,1696,0.0,CUDA_KERNEL,"void at::native::vectorized_elementwise_kernel<(int)2, at::native::CUDAFunctor_add<double>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
0.0,3360,2,1680.0,1680.0,1632,1728,67.9,CUDA_KERNEL,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::FillFunctor<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.0,3328,2,1664.0,1664.0,1600,1728,90.5,CUDA_KERNEL,"void scale_max<float, (int)32, (int)128, (int)0>(long, long, T1 *, T1 *, T1 *, int *)"
0.0,3264,2,1632.0,1632.0,1632,1632,0.0,CUDA_KERNEL,"void scale_max<double, (int)32, (int)128, (int)0>(long, long, T1 *, T1 *, T1 *, int *)"
0.0,3200,2,1600.0,1600.0,1600,1600,0.0,CUDA_KERNEL,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::FillFunctor<double>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.0,3072,2,1536.0,1536.0,1536,1536,0.0,CUDA_KERNEL,"void at::native::vectorized_elementwise_kernel<(int)2, at::native::AUnaryFunctor<double, double, double, at::native::binary_internal::MulFunctor<double>>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.0,2976,2,1488.0,1488.0,1440,1536,67.9,CUDA_KERNEL,"void batch_eye_kernel<float, (int)5, (int)3>(long, long, T1 *, unsigned long, long long, int)"
0.0,2880,2,1440.0,1440.0,1440,1440,0.0,CUDA_KERNEL,"void batch_eye_kernel<double, (int)5, (int)3>(long, long, T1 *, unsigned long, long long, int)"
0.0,2880,2,1440.0,1440.0,1408,1472,45.3,CUDA_KERNEL,"void cuds_scal_batch_kernel<float, (int)256>(int, const T1 *, T1 *, long long)"
0.0,2816,2,1408.0,1408.0,1408,1408,0.0,CUDA_KERNEL,"void cuds_scal_batch_kernel<double, (int)256>(int, const T1 *, T1 *, long long)"
0.0,2688,2,1344.0,1344.0,1344,1344,0.0,CUDA_KERNEL,"void at::native::vectorized_elementwise_kernel<(int)2, at::native::FillFunctor<double>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
0.0,2656,2,1328.0,1328.0,1280,1376,67.9,CUDA_KERNEL,"void orgqr_step1_kernel<float, (int)5, (int)3>(int, int, int, T1 *, int)"
0.0,2560,2,1280.0,1280.0,1280,1280,0.0,CUDA_KERNEL,"void orgqr_step1_kernel<double, (int)5, (int)3>(int, int, int, T1 *, int)"
